0,1,2,3
14 ottobre 2023,456.44,366.57,708.33
15 ottobre 2023,458.44,364.97,706.41
16 ottobre 2023,461.44,363.77,703.85
17 ottobre 2023,458.94,360.17,708.97
18 ottobre 2023,459.94,359.77,712.17
19 ottobre 2023,460.94,359.77,716.01
20 ottobre 2023,458.44,362.57,711.53
21 ottobre 2023,457.44,362.97,709.61
22 ottobre 2023,460.44,364.57,710.25
23 ottobre 2023,456.44,362.17,703.85
24 ottobre 2023,455.94,359.77,704.49
25 ottobre 2023,459.94,362.17,700.65
26 ottobre 2023,456.94,361.77,696.17
27 ottobre 2023,456.44,360.57,700.01
28 ottobre 2023,454.94,359.37,705.13
29 ottobre 2023,454.44,361.77,700.65
30 ottobre 2023,456.94,361.37,702.57
31 ottobre 2023,456.94,364.17,700.65
1 novembre 2023,459.94,362.17,696.17
2 novembre 2023,463.94,360.17,693.61
3 novembre 2023,462.94,362.17,694.89
4 novembre 2023,460.94,362.57,691.69
5 novembre 2023,461.94,361.77,691.05
6 novembre 2023,461.94,364.97,686.57
7 novembre 2023,458.94,366.57,691.69
8 novembre 2023,459.94,365.37,691.05
9 novembre 2023,460.44,364.17,689.77
10 novembre 2023,462.94,360.97,687.21
11 novembre 2023,466.94,360.17,682.73
12 novembre 2023,470.44,362.17,686.57
13 novembre 2023,474.44,363.37,689.13
14 novembre 2023,470.44,366.17,687.85
15 novembre 2023,467.44,365.77,689.77
16 novembre 2023,464.44,366.97,688.49
17 novembre 2023,466.94,363.77,693.61
18 novembre 2023,463.44,362.17,689.77
19 novembre 2023,460.44,363.37,685.29
20 novembre 2023,458.44,362.97,681.45
21 novembre 2023,455.44,365.37,684.65
22 novembre 2023,458.94,363.37,685.29
23 novembre 2023,462.44,361.77,682.09
24 novembre 2023,462.94,362.17,686.57
25 novembre 2023,464.94,360.17,689.13
26 novembre 2023,467.94,360.57,695.53
27 novembre 2023,471.44,361.77,694.89
28 novembre 2023,467.94,360.97,690.41
29 novembre 2023,464.44,362.57,694.89
30 novembre 2023,461.94,364.57,694.25
1 dicembre 2023,464.44,366.17,694.89
2 dicembre 2023,467.44,364.97,693.61
3 dicembre 2023,468.94,364.17,692.33
4 dicembre 2023,471.94,361.37,689.13
5 dicembre 2023,474.94,364.17,685.93
6 dicembre 2023,473.94,363.37,683.37
7 dicembre 2023,472.44,364.57,681.45
8 dicembre 2023,471.44,366.97,687.21
9 dicembre 2023,473.94,368.17,690.41
10 dicembre 2023,475.44,371.77,685.93
11 dicembre 2023,474.94,372.17,680.81
12 dicembre 2023,471.44,374.97,682.73
13 dicembre 2023,473.44,375.77,677.61
14 dicembre 2023,468.44,376.97,673.13
15 dicembre 2023,467.94,377.77,675.05
16 dicembre 2023,465.94,378.17,669.93
17 dicembre 2023,467.94,379.77,672.49
18 dicembre 2023,470.94,376.97,673.77
19 dicembre 2023,471.94,373.37,676.33
20 dicembre 2023,475.94,370.97,676.97
21 dicembre 2023,479.44,369.37,676.97
22 dicembre 2023,477.94,368.17,676.33
23 dicembre 2023,479.44,369.37,679.53
24 dicembre 2023,480.94,365.37,677.61
25 dicembre 2023,481.94,366.57,678.25
26 dicembre 2023,485.44,367.77,676.33
27 dicembre 2023,487.44,370.57,675.69
28 dicembre 2023,485.94,371.37,673.77
29 dicembre 2023,484.94,369.77,669.93
30 dicembre 2023,489.94,372.57,673.77
31 dicembre 2023,493.94,369.77,676.97
1 Gennaio 2024,490.94,369.37,683.37
2 Gennaio 2024,491.94,366.17,680.81
3 Gennaio 2024,493.94,366.97,685.29
4 Gennaio 2024,498.94,366.17,685.93
5 Gennaio 2024,500.44,366.57,681.45
6 Gennaio 2024,500.44,369.77,680.81
7 Gennaio 2024,502.44,371.37,681.45
8 Gennaio 2024,506.94,372.17,684.01
9 Gennaio 2024,505.44,373.37,686.57
10 Gennaio 2024,502.44,371.37,689.77
11 Gennaio 2024,500.94,371.77,687.21
12 Gennaio 2024,504.44,374.17,685.29
13 Gennaio 2024,508.44,372.97,684.65
14 Gennaio 2024,504.94,372.57,680.81
15 Gennaio 2024,504.44,371.37,684.65
16 Gennaio 2024,500.94,369.77,680.17
17 Gennaio 2024,501.44,372.17,678.25
18 Gennaio 2024,498.94,372.57,681.45
19 Gennaio 2024,494.94,372.57,679.53
20 Gennaio 2024,496.94,374.17,673.13
21 Gennaio 2024,497.44,373.37,668.65
22 Gennaio 2024,499.94,373.77,669.93
23 Gennaio 2024,501.94,375.37,674.41
24 Gennaio 2024,498.44,376.57,678.89
25 Gennaio 2024,496.94,378.17,680.17
26 Gennaio 2024,497.44,381.77,677.61
27 Gennaio 2024,493.44,379.77,675.69
28 Gennaio 2024,493.94,377.77,673.13
29 Gennaio 2024,498.94,376.57,672.49
30 Gennaio 2024,500.44,377.37,674.41
31 Gennaio 2024,503.94,379.77,672.49
1 Febbraio 2024,503.44,380.57,671.85
2 Febbraio 2024,502.94,379.77,667.37
3 Febbraio 2024,500.94,379.77,668.01
4 Febbraio 2024,500.44,380.97,668.65
5 Febbraio 2024,504.44,377.37,671.85
6 Febbraio 2024,506.94,375.77,669.93
7 Febbraio 2024,503.94,378.57,664.81
8 Febbraio 2024,499.44,376.17,668.65
9 Febbraio 2024,499.94,378.97,666.73
10 Febbraio 2024,495.44,376.57,664.17
11 Febbraio 2024,491.94,376.17,659.69
12 Febbraio 2024,493.94,373.37,659.69
13 Febbraio 2024,489.44,375.77,657.13
14 Febbraio 2024,493.94,378.97,650.73
15 Febbraio 2024,495.44,376.97,655.21
16 Febbraio 2024,498.44,374.57,660.97
17 Febbraio 2024,494.44,373.77,666.73
18 Febbraio 2024,491.94,373.37,664.17
19 Febbraio 2024,491.44,375.37,666.73
20 Febbraio 2024,489.94,372.57,668.65
21 Febbraio 2024,492.44,370.17,669.29
22 Febbraio 2024,491.94,367.37,668.65
23 Febbraio 2024,496.94,367.37,663.53
24 Febbraio 2024,496.94,369.77,662.89
25 Febbraio 2024,496.44,368.57,659.05
26 Febbraio 2024,497.94,364.97,658.41
27 Febbraio 2024,498.44,361.77,653.29
28 Febbraio 2024,496.94,364.97,657.13
1 marzo 2024,493.94,366.97,657.77
2 marzo 2024,492.44,363.77,660.97
3 marzo 2024,490.44,362.57,658.41
4 marzo 2024,488.94,366.57,652.65
5 marzo 2024,489.44,364.57,659.05
6 marzo 2024,487.44,363.37,659.69
7 marzo 2024,485.44,360.97,666.09
8 marzo 2024,481.94,363.77,668.65
9 marzo 2024,482.44,363.37,664.17
10 marzo 2024,485.44,366.97,667.37
11 marzo 2024,483.44,364.17,668.01
12 marzo 2024,481.94,366.57,662.89
13 marzo 2024,478.44,365.37,659.05
14 marzo 2024,480.94,366.57,660.33
15 marzo 2024,480.44,365.37,656.49
16 marzo 2024,483.44,368.17,660.97
17 marzo 2024,486.94,364.57,662.25
18 marzo 2024,490.44,360.97,659.69
19 marzo 2024,493.44,362.97,664.17
20 marzo 2024,494.94,366.57,667.37
21 marzo 2024,492.94,369.77,661.61
22 marzo 2024,489.44,367.37,658.41
23 marzo 2024,489.94,364.97,660.97
24 marzo 2024,488.44,362.57,661.61
25 marzo 2024,486.44,359.77,657.77
26 marzo 2024,489.44,362.97,651.37
27 marzo 2024,486.94,365.77,647.53
28 marzo 2024,489.44,364.57,653.93
29 marzo 2024,491.94,367.37,652.65
30 marzo 2024,488.44,366.97,655.85
31 marzo 2024,491.44,370.17,653.29
1 aprile 2024,495.94,366.97,648.81
2 aprile 2024,494.44,368.57,650.73
3 aprile 2024,490.44,369.77,655.21
4 aprile 2024,493.44,372.17,654.57
5 aprile 2024,495.44,374.17,652.65
6 aprile 2024,492.44,376.97,650.73
7 aprile 2024,488.94,378.17,650.09
8 aprile 2024,487.44,377.37,648.17
9 aprile 2024,491.94,375.37,650.09
10 aprile 2024,496.94,378.97,648.81
11 aprile 2024,496.44,379.77,653.93
12 aprile 2024,495.44,380.97,653.29
13 aprile 2024,497.94,381.37,655.21
14 aprile 2024,502.94,378.97,654.57
15 aprile 2024,500.94,379.37,650.73
16 aprile 2024,498.94,376.97,644.97
17 aprile 2024,496.94,379.37,648.81
18 aprile 2024,496.44,380.17,650.73
19 aprile 2024,497.94,379.37,648.81
20 aprile 2024,494.94,382.17,650.73
21 aprile 2024,491.94,381.77,647.53
22 aprile 2024,490.44,378.57,646.89
23 aprile 2024,488.94,377.37,645.61
24 aprile 2024,489.44,378.57,650.09
25 aprile 2024,489.94,376.97,653.93
26 aprile 2024,492.44,378.17,656.49
27 aprile 2024,488.94,377.77,659.69
28 aprile 2024,484.44,374.97,657.77
29 aprile 2024,484.94,378.97,656.49
30 aprile 2024,484.44,380.17,655.85
1 maggio 2024,484.44,381.37,655.21
2 maggio 2024,486.44,382.17,652.65
3 maggio 2024,487.94,383.77,653.93
4 maggio 2024,485.44,383.37,656.49
5 maggio 2024,484.94,382.57,655.21
6 maggio 2024,488.44,385.37,654.57
7 maggio 2024,489.44,384.97,655.85
8 maggio 2024,487.94,386.17,656.49
9 maggio 2024,484.44,389.77,657.77
10 maggio 2024,486.44,388.17,653.29
11 maggio 2024,486.94,384.57,659.69
12 maggio 2024,481.94,385.37,653.29
13 maggio 2024,486.44,383.37,650.73
14 maggio 2024,487.44,385.77,646.25
15 maggio 2024,491.44,388.57,643.05
16 maggio 2024,495.94,390.57,641.77
17 maggio 2024,496.44,390.97,645.61
18 maggio 2024,494.94,388.17,641.77
19 maggio 2024,495.44,391.37,645.61
20 maggio 2024,498.44,394.97,648.17
21 maggio 2024,503.44,396.97,649.45
22 maggio 2024,498.94,394.97,655.21
23 maggio 2024,495.94,392.97,652.01
24 maggio 2024,495.94,393.37,655.21
25 maggio 2024,492.94,397.37,649.45
26 maggio 2024,495.94,397.37,655.21
27 maggio 2024,497.94,398.17,657.13
28 maggio 2024,498.44,400.17,657.77
29 maggio 2024,498.94,399.77,656.49
30 maggio 2024,501.44,398.57,658.41
31 maggio 2024,498.44,398.97,661.61
1 giugno 2024,496.44,397.37,658.41
2 giugno 2024,491.94,398.97,655.21
3 giugno 2024,490.44,396.57,650.09
4 giugno 2024,487.94,393.77,646.25
5 giugno 2024,484.94,391.77,643.05
6 giugno 2024,485.94,391.77,641.77
7 giugno 2024,484.44,392.17,636.01
8 giugno 2024,486.44,388.57,635.37
9 giugno 2024,488.44,389.77,634.09
10 giugno 2024,484.44,390.17,632.81
11 giugno 2024,483.94,390.17,634.73
12 giugno 2024,482.94,390.97,637.93
13 giugno 2024,484.44,387.77,640.49
14 giugno 2024,486.94,389.77,641.13
15 giugno 2024,486.44,389.37,645.61
16 giugno 2024,483.94,388.17,643.69
17 giugno 2024,485.94,384.97,641.13
18 giugno 2024,483.44,384.57,646.89
19 giugno 2024,479.94,383.77,647.53
20 giugno 2024,476.94,387.77,648.81
21 giugno 2024,475.94,386.57,649.45
22 giugno 2024,472.44,386.17,653.29
23 giugno 2024,473.44,386.57,650.09
24 giugno 2024,474.44,388.57,645.61
25 giugno 2024,476.44,384.97,649.45
26 giugno 2024,472.94,382.17,648.81
27 giugno 2024,477.44,379.37,650.09
28 giugno 2024,474.44,380.57,653.93
29 giugno 2024,471.94,384.17,648.81
30 giugno 2024,472.44,381.37,646.25
1 luglio 2024,471.44,383.37,652.01
2 luglio 2024,473.94,380.57,657.13
3 luglio 2024,473.44,382.57,652.01
4 luglio 2024,472.94,383.77,653.29
5 luglio 2024,473.44,383.77,650.73
6 luglio 2024,471.94,384.57,648.17
7 luglio 2024,473.44,388.17,647.53
8 luglio 2024,469.94,386.57,645.61
9 luglio 2024,472.94,386.97,640.49
10 luglio 2024,474.94,389.77,644.33
11 luglio 2024,471.44,390.97,644.97
12 luglio 2024,470.94,394.57,646.25
13 luglio 2024,471.44,395.77,650.09
14 luglio 2024,467.94,395.37,648.81
15 luglio 2024,468.94,394.97,649.45
16 luglio 2024,466.44,395.77,650.09
17 luglio 2024,467.94,399.77,653.93
18 luglio 2024,468.94,400.17,652.65
19 luglio 2024,466.44,401.37,655.21
20 luglio 2024,461.44,403.77,655.21
21 luglio 2024,463.44,403.37,660.33
22 luglio 2024,466.44,402.57,663.53
23 luglio 2024,466.94,404.97,662.89
24 luglio 2024,469.44,404.57,666.09
25 luglio 2024,469.94,405.37,663.53
26 luglio 2024,470.44,405.77,667.37
27 luglio 2024,474.44,406.97,662.25
28 luglio 2024,478.44,408.17,659.05
29 luglio 2024,480.94,410.57,659.69
30 luglio 2024,484.44,409.77,662.89
31 luglio 2024,483.94,408.17,662.25
1 agosto 2024,480.44,405.37,666.09
2 agosto 2024,481.94,406.17,671.21
3 agosto 2024,480.44,409.37,667.37
4 agosto 2024,478.94,408.97,673.13
5 agosto 2024,476.44,411.37,677.61
6 agosto 2024,479.44,412.17,677.61
7 agosto 2024,478.94,410.17,684.01
8 agosto 2024,478.44,409.77,682.73
9 agosto 2024,482.44,408.57,679.53
10 agosto 2024,484.44,406.17,676.33
11 agosto 2024,487.44,403.77,674.41
12 agosto 2024,486.94,403.37,671.21
13 agosto 2024,486.44,404.57,673.77
14 agosto 2024,484.44,404.97,671.21
15 agosto 2024,484.94,404.57,667.37
16 agosto 2024,479.94,404.97,663.53
17 agosto 2024,484.44,403.77,668.01
18 agosto 2024,481.44,405.37,662.25
19 agosto 2024,480.44,404.17,666.09
20 agosto 2024,475.94,405.37,665.45
21 agosto 2024,473.44,402.57,668.01
22 agosto 2024,472.44,403.37,663.53
23 agosto 2024,472.44,402.97,666.73
24 agosto 2024,469.44,403.77,668.01
25 agosto 2024,466.94,404.97,662.89
26 agosto 2024,468.44,408.57,660.33
27 agosto 2024,465.44,405.77,661.61
28 agosto 2024,466.44,407.37,659.05
29 agosto 2024,464.44,406.97,655.21
30 agosto 2024,467.94,408.97,657.77
31 agosto 2024,465.44,408.97,655.85
1 settembre 2024,469.44,406.57,654.57
2 settembre 2024,466.44,404.97,659.05
3 settembre 2024,468.94,406.57,657.77
4 settembre 2024,471.44,410.17,652.65
5 settembre 2024,468.44,410.57,655.85
6 settembre 2024,465.94,408.17,649.45
7 settembre 2024,467.44,411.77,652.65
8 settembre 2024,470.94,410.17,648.81
9 settembre 2024,472.44,412.17,644.97
10 settembre 2024,469.94,410.17,641.77
11 settembre 2024,468.94,408.57,638.57
12 settembre 2024,472.94,406.97,634.73
13 settembre 2024,471.94,404.57,636.65
14 settembre 2024,471.44,406.97,635.37
15 settembre 2024,474.44,404.17,638.57
16 settembre 2024,476.94,406.17,634.73
17 settembre 2024,474.44,407.37,639.85
18 settembre 2024,475.94,409.37,636.01
19 settembre 2024,476.44,405.37,634.73
20 settembre 2024,476.44,408.17,639.21
21 settembre 2024,472.44,409.77,641.13
22 settembre 2024,470.44,412.57,646.89
23 settembre 2024,467.94,414.17,641.13
24 settembre 2024,467.44,412.97,644.33
25 settembre 2024,468.94,409.37,644.33
26 settembre 2024,468.44,410.97,640.49
27 settembre 2024,467.44,414.57,635.37
28 settembre 2024,464.44,412.97,637.93
29 settembre 2024,462.94,410.57,639.85
30 settembre 2024,466.94,411.37,646.25
1 ottobre 2024,468.94,413.37,649.45
2 ottobre 2024,470.44,412.17,648.81
3 ottobre 2024,473.44,412.57,644.33
4 ottobre 2024,471.94,410.97,648.81
5 ottobre 2024,471.44,412.17,648.81
6 ottobre 2024,474.44,412.97,643.69
7 ottobre 2024,471.44,411.77,648.81
8 ottobre 2024,472.94,412.97,650.09
9 ottobre 2024,476.44,412.17,654.57
10 ottobre 2024,477.94,411.77,649.45
11 ottobre 2024,472.94,410.57,648.81
12 ottobre 2024,470.44,412.57,646.89
13 ottobre 2024,468.94,411.37,650.09
14 ottobre 2024,468.44,410.17,652.01
15 ottobre 2024,466.94,412.17,649.45
16 ottobre 2024,469.44,413.77,643.05
17 ottobre 2024,469.94,410.17,637.93
18 ottobre 2024,474.94,408.17,641.13
19 ottobre 2024,477.44,411.37,639.85
20 ottobre 2024,478.94,410.57,641.13
21 ottobre 2024,481.44,414.17,637.29
22 ottobre 2024,478.44,417.77,641.77
23 ottobre 2024,476.94,418.97,640.49
24 ottobre 2024,477.44,418.57,639.85
25 ottobre 2024,475.44,418.17,641.13
26 ottobre 2024,476.94,418.17,636.65
27 ottobre 2024,471.94,419.37,641.77
28 ottobre 2024,473.94,417.37,639.85
29 ottobre 2024,470.44,416.17,644.97
30 ottobre 2024,472.44,414.57,648.17
31 ottobre 2024,471.94,413.37,646.25
1 novembre 2024,468.44,416.57,642.41
2 novembre 2024,467.94,416.17,637.29
3 novembre 2024,464.94,413.77,643.05
4 novembre 2024,469.94,414.97,643.69
5 novembre 2024,471.44,417.37,642.41
6 novembre 2024,474.44,418.17,643.05
7 novembre 2024,473.44,419.37,646.89
8 novembre 2024,477.94,419.77,640.49
9 novembre 2024,473.94,423.37,637.29
10 novembre 2024,473.44,421.77,637.93
11 novembre 2024,472.94,420.57,638.57
12 novembre 2024,470.94,422.97,636.65
13 novembre 2024,466.44,424.17,630.89
14 novembre 2024,462.44,420.57,630.25
15 novembre 2024,461.44,418.17,624.49
16 novembre 2024,459.94,419.77,626.41
17 novembre 2024,462.44,416.97,630.25
18 novembre 2024,460.94,413.37,628.33
19 novembre 2024,456.94,410.97,627.05
20 novembre 2024,457.94,412.17,628.97
21 novembre 2024,454.44,408.97,629.61
22 novembre 2024,458.44,410.97,636.01
23 novembre 2024,458.94,407.37,632.17
24 novembre 2024,461.94,404.57,632.81
25 novembre 2024,460.44,403.37,630.25
26 novembre 2024,458.44,402.57,636.65
27 novembre 2024,458.94,401.77,638.57
28 novembre 2024,458.44,402.17,634.09
29 novembre 2024,457.44,400.17,637.93
30 novembre 2024,453.94,403.37,639.85
1 dicembre 2024,453.44,405.77,639.85
2 dicembre 2024,454.94,406.57,638.57
3 dicembre 2024,456.44,407.37,637.29
4 dicembre 2024,452.44,408.97,638.57
5 dicembre 2024,448.94,412.57,637.93
6 dicembre 2024,444.94,410.57,637.93
7 dicembre 2024,443.44,408.97,631.53
8 dicembre 2024,441.44,410.97,634.73
9 dicembre 2024,440.44,411.37,639.21
10 dicembre 2024,436.44,412.57,641.13
11 dicembre 2024,439.44,413.37,645.61
12 dicembre 2024,435.94,412.57,642.41
13 dicembre 2024,433.94,409.37,648.17
14 dicembre 2024,431.44,405.77,644.33
15 dicembre 2024,429.44,405.37,639.85
16 dicembre 2024,433.44,406.97,636.65
17 dicembre 2024,430.44,407.37,641.77
18 dicembre 2024,431.44,407.77,637.29
19 dicembre 2024,435.44,405.77,636.65
20 dicembre 2024,435.94,408.17,632.81
21 dicembre 2024,440.44,411.37,633.45
22 dicembre 2024,444.44,413.77,632.81
23 dicembre 2024,445.44,414.97,632.17
24 dicembre 2024,447.44,414.97,638.57
25 dicembre 2024,451.44,415.77,636.01
26 dicembre 2024,453.44,418.57,637.29
27 dicembre 2024,451.44,422.17,635.37
28 dicembre 2024,448.94,422.17,633.45
29 dicembre 2024,448.44,420.57,628.97
30 dicembre 2024,450.44,420.97,625.13
31 dicembre 2024,447.94,419.37,623.85
